    INFO: KinovaMain - Startup!
    INFO: Connection to RoboRio established.
    INFO: Connection to JacoArm established.
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State PowerOff
    INFO: Entering State EStop
ERROR: KinovaArm::releaseControl(): 1, Could not stop API control! libusb error.
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 1
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Recieved Event 'NoMode:0'
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG2: retracting from Mode: 2
      DEBUG0: CommandHandling: Recieved Event 'Unfold:0'
    INFO: StateMachine: Processing Event 'Unfold'
    INFO: Exiting State Retracted 
    INFO: Entering State Unfolding
      DEBUG0: CommandHandling: Sent Event 'Unfold:0'
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 3
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 4
      DEBUG2: unfolding from Mode: 1
      DEBUG0: Sequence 1 done.
      DEBUG0: CommandHandling: Sent Event 'SequenceDone:1'
      DEBUG0: CommandHandling: Sent Event 'Unfolded:0'
      DEBUG0: CommandHandling: Recieved Event 'SequenceDone:0'
      DEBUG0: CommandHandling: Recieved Event 'Unfolded:0'
    INFO: StateMachine: Processing Event 'Unfolded'
    INFO: Exiting State Unfolding 
    INFO: Entering State Idle
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'NoEvent:0'
      DEBUG0: CommandHandling: Recieved Event 'GoToPosition:1'
    INFO: StateMachine: Processing Event 'GoToPosition'
    INFO: Exiting State Idle
    INFO: Entering State MovePosition
      DEBUG0: CommandHandling: Sent Event 'GoToPosition:1'
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.156856
      DEBUG2: [1]: dVel: 0.0940828
      DEBUG2: [2]: dVel: 0.00490645
      DEBUG2: [3]: dVel: 0.0665367
      DEBUG2: [4]: dVel: 0.880714
      DEBUG2: [5]: dVel: 0.0445795
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0030209
      DEBUG2: [1]: dVel: 0.00161847
      DEBUG2: [2]: dVel: 0.000523955
      DEBUG2: [3]: dVel: 0.000476956
      DEBUG2: [4]: dVel: 0.00829649
      DEBUG2: [5]: dVel: 0.000426907
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00499652
      DEBUG2: [1]: dVel: 0.00277978
      DEBUG2: [2]: dVel: 0.00043416
      DEBUG2: [3]: dVel: 0.00396144
      DEBUG2: [4]: dVel: 0.0143225
      DEBUG2: [5]: dVel: 0.00411371
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00390676
      DEBUG2: [1]: dVel: 0.00213689
      DEBUG2: [2]: dVel: 0.000527322
      DEBUG2: [3]: dVel: 0.000365496
      DEBUG2: [4]: dVel: 0.0121868
      DEBUG2: [5]: dVel: 0.00166121
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00475958
      DEBUG2: [1]: dVel: 0.00298622
      DEBUG2: [2]: dVel: 0.000651628
      DEBUG2: [3]: dVel: 0.000290751
      DEBUG2: [4]: dVel: 0.0139297
      DEBUG2: [5]: dVel: 0.00176866
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00344871
      DEBUG2: [1]: dVel: 0.00183603
      DEBUG2: [2]: dVel: 0.000405341
      DEBUG2: [3]: dVel: 0.00124967
      DEBUG2: [4]: dVel: 0.0104909
      DEBUG2: [5]: dVel: 0.000476506
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00500835
      DEBUG2: [1]: dVel: 0.00320891
      DEBUG2: [2]: dVel: 0.000241339
      DEBUG2: [3]: dVel: 0.000516534
      DEBUG2: [4]: dVel: 0.0139553
      DEBUG2: [5]: dVel: 0.000708241
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00308724
      DEBUG2: [1]: dVel: 0.00180632
      DEBUG2: [2]: dVel: 0.000118822
      DEBUG2: [3]: dVel: 0.000311613
      DEBUG2: [4]: dVel: 0.00872189
      DEBUG2: [5]: dVel: 0.000431985
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00546914
      DEBUG2: [1]: dVel: 0.00307873
      DEBUG2: [2]: dVel: 9.73344e-05
      DEBUG2: [3]: dVel: 0.00274193
      DEBUG2: [4]: dVel: 0.0168638
      DEBUG2: [5]: dVel: 0.00163455
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00378085
      DEBUG2: [1]: dVel: 0.00267348
      DEBUG2: [2]: dVel: 0.000236243
      DEBUG2: [3]: dVel: 0.000303745
      DEBUG2: [4]: dVel: 0.0108675
      DEBUG2: [5]: dVel: 0.00109422
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0046126
      DEBUG2: [1]: dVel: 0.00253561
      DEBUG2: [2]: dVel: 0.000433981
      DEBUG2: [3]: dVel: 0.00335193
      DEBUG2: [4]: dVel: 0.0155531
      DEBUG2: [5]: dVel: 0.00138949
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0041905
      DEBUG2: [1]: dVel: 0.00288659
      DEBUG2: [2]: dVel: 0.000228047
      DEBUG2: [3]: dVel: 0.000309944
      DEBUG2: [4]: dVel: 0.0130122
      DEBUG2: [5]: dVel: 2.18302e-06
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00516058
      DEBUG2: [1]: dVel: 0.00300434
      DEBUG2: [2]: dVel: 0.000109851
      DEBUG2: [3]: dVel: 0.000471592
      DEBUG2: [4]: dVel: 0.0190459
      DEBUG2: [5]: dVel: 0.000242814
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00301808
      DEBUG2: [1]: dVel: 0.00167042
      DEBUG2: [2]: dVel: 0.00010708
      DEBUG2: [3]: dVel: 0.000227451
      DEBUG2: [4]: dVel: 0.00912315
      DEBUG2: [5]: dVel: 0.00121047
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00556667
      DEBUG2: [1]: dVel: 0.00361183
      DEBUG2: [2]: dVel: 0.000364721
      DEBUG2: [3]: dVel: 0.00338864
      DEBUG2: [4]: dVel: 0.0202495
      DEBUG2: [5]: dVel: 0.00199395
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00342257
      DEBUG2: [1]: dVel: 0.0018816
      DEBUG2: [2]: dVel: 9.18508e-05
      DEBUG2: [3]: dVel: 0.000299096
      DEBUG2: [4]: dVel: 0.0112672
      DEBUG2: [5]: dVel: 0.00254814
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0054341
      DEBUG2: [1]: dVel: 0.00358135
      DEBUG2: [2]: dVel: 0.000411719
      DEBUG2: [3]: dVel: 0.00347412
      DEBUG2: [4]: dVel: 0.0206531
      DEBUG2: [5]: dVel: 0.00216623
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00340611
      DEBUG2: [1]: dVel: 0.00185674
      DEBUG2: [2]: dVel: 0.000496745
      DEBUG2: [3]: dVel: 0.000320315
      DEBUG2: [4]: dVel: 0.0137892
      DEBUG2: [5]: dVel: 0.00334727
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00479282
      DEBUG2: [1]: dVel: 0.00289121
      DEBUG2: [2]: dVel: 0.000429869
      DEBUG2: [3]: dVel: 0.00157809
      DEBUG2: [4]: dVel: 0.0177084
      DEBUG2: [5]: dVel: 0.000210021
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00493404
      DEBUG2: [1]: dVel: 0.00315744
      DEBUG2: [2]: dVel: 0.000513792
      DEBUG2: [3]: dVel: 0.000226974
      DEBUG2: [4]: dVel: 0.0202077
      DEBUG2: [5]: dVel: 0.00176854
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00504946
      DEBUG2: [1]: dVel: 0.00278121
      DEBUG2: [2]: dVel: 0.000642389
      DEBUG2: [3]: dVel: 0.00389409
      DEBUG2: [4]: dVel: 0.0210409
      DEBUG2: [5]: dVel: 0.00166558
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00404043
      DEBUG2: [1]: dVel: 0.00262669
      DEBUG2: [2]: dVel: 0.000488758
      DEBUG2: [3]: dVel: 0.000246406
      DEBUG2: [4]: dVel: 0.0163121
      DEBUG2: [5]: dVel: 0.00321531
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00568292
      DEBUG2: [1]: dVel: 0.00311887
      DEBUG2: [2]: dVel: 0.000209242
      DEBUG2: [3]: dVel: 0.00191176
      DEBUG2: [4]: dVel: 0.0244721
      DEBUG2: [5]: dVel: 0.000653069
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00370153
      DEBUG2: [1]: dVel: 0.00233978
      DEBUG2: [2]: dVel: 0.000181168
      DEBUG2: [3]: dVel: 0.00163972
      DEBUG2: [4]: dVel: 0.0166922
      DEBUG2: [5]: dVel: 0.000823511
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00490356
      DEBUG2: [1]: dVel: 0.00294957
      DEBUG2: [2]: dVel: 0.000358552
      DEBUG2: [3]: dVel: 0.00259519
      DEBUG2: [4]: dVel: 0.0230736
      DEBUG2: [5]: dVel: 0.002
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00356741
      DEBUG2: [1]: dVel: 0.00188735
      DEBUG2: [2]: dVel: 0.000235587
      DEBUG2: [3]: dVel: 0.00100911
      DEBUG2: [4]: dVel: 0.0166495
      DEBUG2: [5]: dVel: 0.00325668
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00497498
      DEBUG2: [1]: dVel: 0.00273299
      DEBUG2: [2]: dVel: 0.000550032
      DEBUG2: [3]: dVel: 0.00188434
      DEBUG2: [4]: dVel: 0.0243091
      DEBUG2: [5]: dVel: 0.00415436
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00297509
      DEBUG2: [1]: dVel: 0.00167814
      DEBUG2: [2]: dVel: 0.000163168
      DEBUG2: [3]: dVel: 0.00133848
      DEBUG2: [4]: dVel: 0.014859
      DEBUG2: [5]: dVel: 0.00466368
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00377879
      DEBUG2: [1]: dVel: 0.00203985
      DEBUG2: [2]: dVel: 0.000751913
      DEBUG2: [3]: dVel: 0.00397158
      DEBUG2: [4]: dVel: 0.0215703
      DEBUG2: [5]: dVel: 0.00089482
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00195771
      DEBUG2: [1]: dVel: 0.00125286
      DEBUG2: [2]: dVel: 0.000826925
      DEBUG2: [3]: dVel: 0.00162256
      DEBUG2: [4]: dVel: 0.00973892
      DEBUG2: [5]: dVel: 0.00136376
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00546581
      DEBUG2: [1]: dVel: 0.00252798
      DEBUG2: [2]: dVel: 0.000528157
      DEBUG2: [3]: dVel: 0.00327861
      DEBUG2: [4]: dVel: 0.0287181
      DEBUG2: [5]: dVel: 0.00404377
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0018066
      DEBUG2: [1]: dVel: 0.000896871
      DEBUG2: [2]: dVel: 0.000155449
      DEBUG2: [3]: dVel: 0.000259519
      DEBUG2: [4]: dVel: 0.009693
      DEBUG2: [5]: dVel: 0.0022087
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0054399
      DEBUG2: [1]: dVel: 0.00262389
      DEBUG2: [2]: dVel: 0.000309676
      DEBUG2: [3]: dVel: 0.00263
      DEBUG2: [4]: dVel: 0.0301826
      DEBUG2: [5]: dVel: 0.00335468
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000981743
      DEBUG2: [1]: dVel: 0.000494093
      DEBUG2: [2]: dVel: 0.000550032
      DEBUG2: [3]: dVel: 0.0012325
      DEBUG2: [4]: dVel: 0.00788388
      DEBUG2: [5]: dVel: 0.000510575
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00523851
      DEBUG2: [1]: dVel: 0.00244614
      DEBUG2: [2]: dVel: 5.40614e-05
      DEBUG2: [3]: dVel: 0.00128961
      DEBUG2: [4]: dVel: 0.0291506
      DEBUG2: [5]: dVel: 0.00272273
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00232662
      DEBUG2: [1]: dVel: 0.00140655
      DEBUG2: [2]: dVel: 2.5481e-05
      DEBUG2: [3]: dVel: 0.00091815
      DEBUG2: [4]: dVel: 0.0156321
      DEBUG2: [5]: dVel: 0.00161914
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00283398
      DEBUG2: [1]: dVel: 0.001959
      DEBUG2: [2]: dVel: 0.000638545
      DEBUG2: [3]: dVel: 0.00104225
      DEBUG2: [4]: dVel: 0.0204589
      DEBUG2: [5]: dVel: 0.000492348
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00283326
      DEBUG2: [1]: dVel: 0.00185779
      DEBUG2: [2]: dVel: 0.000518411
      DEBUG2: [3]: dVel: 0.00041306
      DEBUG2: [4]: dVel: 0.0203361
      DEBUG2: [5]: dVel: 0.00214271
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00173612
      DEBUG2: [1]: dVel: 0.000809819
      DEBUG2: [2]: dVel: 0.000742227
      DEBUG2: [3]: dVel: 0.00268924
      DEBUG2: [4]: dVel: 0.0133115
      DEBUG2: [5]: dVel: 0.00142802
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00139485
      DEBUG2: [1]: dVel: 0.00121897
      DEBUG2: [2]: dVel: 0.000319809
      DEBUG2: [3]: dVel: 5.11408e-05
      DEBUG2: [4]: dVel: 0.0127643
      DEBUG2: [5]: dVel: 0.00491819
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00342789
      DEBUG2: [1]: dVel: 0.00177944
      DEBUG2: [2]: dVel: 0.000253558
      DEBUG2: [3]: dVel: 1.8239e-05
      DEBUG2: [4]: dVel: 0.0245067
      DEBUG2: [5]: dVel: 0.0036649
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000649029
      DEBUG2: [1]: dVel: 0.000254691
      DEBUG2: [2]: dVel: 0.000976413
      DEBUG2: [3]: dVel: 0.00207937
      DEBUG2: [4]: dVel: 0.00330859
      DEBUG2: [5]: dVel: 0.0033189
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00287298
      DEBUG2: [1]: dVel: 0.00162807
      DEBUG2: [2]: dVel: 0.000609934
      DEBUG2: [3]: dVel: 0.00283289
      DEBUG2: [4]: dVel: 0.0259478
      DEBUG2: [5]: dVel: 0.000661862
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00116188
      DEBUG2: [1]: dVel: 0.000956029
      DEBUG2: [2]: dVel: 0.000307739
      DEBUG2: [3]: dVel: 0.000671625
      DEBUG2: [4]: dVel: 0.0128957
      DEBUG2: [5]: dVel: 0.00860662
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000502452
      DEBUG2: [1]: dVel: 0.000779897
      DEBUG2: [2]: dVel: 6.55949e-05
      DEBUG2: [3]: dVel: 0.000251532
      DEBUG2: [4]: dVel: 0.0123474
      DEBUG2: [5]: dVel: 0.00683817
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00161913
      DEBUG2: [1]: dVel: 0.000342548
      DEBUG2: [2]: dVel: 0.000361711
      DEBUG2: [3]: dVel: 0.00216043
      DEBUG2: [4]: dVel: 0.0165717
      DEBUG2: [5]: dVel: 0.00433943
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000404894
      DEBUG2: [1]: dVel: 0.000512004
      DEBUG2: [2]: dVel: 0.000669748
      DEBUG2: [3]: dVel: 0.00214326
      DEBUG2: [4]: dVel: 0.00910476
      DEBUG2: [5]: dVel: 0.00161155
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00160574
      DEBUG2: [1]: dVel: 0.000464171
      DEBUG2: [2]: dVel: 0.000422478
      DEBUG2: [3]: dVel: 0.000379562
